symbol,systematic_name,nutrient,rate,expression,bp,mf
COS2,YBR302C,Phosphate,0.25,-1.18,biological process unknown,molecular function unknown
NA,YDL206W,Phosphate,0.25,-0.49,biological process unknown,molecular function unknown
PTP3,YER075C,Phosphate,0.25,-0.39,protein amino acid dephosphorylation*,protein tyrosine phosphatase activity
NA,YJR039W,Phosphate,0.25,-0.09,biological process unknown,molecular function unknown
NA,YMR258C,Phosphate,0.25,0.04,biological process unknown,molecular function unknown
UBA4,YHR111W,Phosphate,0.25,-0.16,protein modification,URM1 activating enzyme activity
NA,YMR087W,Phosphate,0.25,-0.31,tRNA splicing,phosphoric monoester hydrolase activity
CMK2,YOL016C,Phosphate,0.25,0.56,protein amino acid phosphorylation*,calcium- and calmodulin-dependent protein kinase activity
NA,YOR220W,Phosphate,0.25,0.1,biological process unknown,molecular function unknown
OSW2,YLR054C,Phosphate,0.25,0.1,spore wall assembly (sensu Fungi),molecular function unknown
DIA1,YMR316W,Phosphate,0.25,-0.14,pseudohyphal growth*,molecular function unknown
CHS1,YNL192W,Phosphate,0.25,-0.26,"cytokinesis, completion of separation*",chitin synthase activity
PTP2,YOR208W,Phosphate,0.25,-0.46,protein amino acid dephosphorylation*,protein tyrosine phosphatase activity
NA,YKL162C-A,Phosphate,0.25,-0.84,NA,NA
NA,YHR209W,Phosphate,0.25,-0.3,biological process unknown,S-adenosylmethionine-dependent methyltransferase activity
NA,YMR085W,Phosphate,0.25,-0.36,biological process unknown,molecular function unknown
PRE6,YOL038W,Phosphate,0.25,0.17,ubiquitin-dependent protein catabolism,endopeptidase activity
NA,YKL162C,Phosphate,0.25,-0.34,biological process unknown,molecular function unknown
NA,YCR007C,Phosphate,0.25,-0.14,biological process unknown,molecular function unknown
MUD1,YBR119W,Phosphate,0.25,-0.33,"nuclear mRNA splicing, via spliceosome",RNA binding
PMP3,YDR276C,Phosphate,0.25,-0.63,cation transport,molecular function unknown
NA,YER158C,Phosphate,0.25,-0.15,biological process unknown,molecular function unknown
EXO84,YBR102C,Phosphate,0.25,-0.03,exocytosis*,protein binding
SSK2,YNR031C,Phosphate,0.25,0.05,protein amino acid phosphorylation*,MAP kinase kinase kinase activity
SET1,YHR119W,Phosphate,0.25,-0.12,chromatin silencing at telomere*,histone lysine N-methyltransferase activity (H3-K4 specific)*
CDH1,YGL003C,Phosphate,0.25,-0.15,mitotic sister chromatid segregation*,enzyme activator activity
NA,YNL303W,Phosphate,0.25,-0.21,NA,NA
NA,YOR251C,Phosphate,0.25,0.15,biological process unknown,thiosulfate sulfurtransferase activity
NCE101,YJL205C,Phosphate,0.25,-0.26,protein secretion,molecular function unknown
CEG1,YGL130W,Phosphate,0.25,0.04,positive regulation of transcription from RNA polymerase II promoter*,mRNA guanylyltransferase activity
SLM2,YNL047C,Phosphate,0.25,-0.02,actin cytoskeleton organization and biogenesis*,phosphoinositide binding
NA,YKL136W,Phosphate,0.25,0.14,NA,NA
NA,YBL046W,Phosphate,0.25,0.29,biological process unknown,molecular function unknown
AVO1,YOL078W,Phosphate,0.25,0.11,regulation of cell growth,molecular function unknown
MOT1,YPL082C,Phosphate,0.25,0.34,regulation of transcription from RNA polymerase II promoter,ATPase activity
SPC105,YGL093W,Phosphate,0.25,0.18,microtubule nucleation,structural constituent of cytoskeleton
TFC6,YDR362C,Phosphate,0.25,0.09,transcription initiation from RNA polymerase III promoter,RNA polymerase III transcription factor activity
ISW2,YOR304W,Phosphate,0.25,0.35,chromatin remodeling*,ATPase activity
SPT16,YGL207W,Phosphate,0.25,0.38,chromatin remodeling*,RNA polymerase II transcription elongation factor activity*
NA,YNL140C,Phosphate,0.25,0.21,NA,NA
SKI2,YLR398C,Phosphate,0.25,0.29,mRNA catabolism*,RNA helicase activity*
RHO1,YPR165W,Phosphate,0.25,0.76,cell wall organization and biogenesis*,GTPase activity*
PHR1,YOR386W,Phosphate,0.25,0.59,photoreactive repair,deoxyribodipyrimidine photo-lyase activity
NA,YMR278W,Phosphate,0.25,0.65,biological process unknown,molecular function unknown
BRF1,YGR246C,Phosphate,0.25,0.53,transcription initiation from RNA polymerase III promoter,RNA polymerase III transcription factor activity
SPO14,YKR031C,Phosphate,0.25,0.14,sporulation (sensu Fungi)*,phospholipase D activity
NA,YGR102C,Phosphate,0.25,0.27,biological process unknown,molecular function unknown
GLO2,YDR272W,Phosphate,0.25,0.17,carbohydrate metabolism*,hydroxyacylglutathione hydrolase activity
NA,YOR059C,Phosphate,0.25,0.01,biological process unknown,molecular function unknown
REC104,YHR157W,Phosphate,0.25,-0.1,meiotic recombination*,molecular function unknown
YHC1,YLR298C,Phosphate,0.25,0.43,"nuclear mRNA splicing, via spliceosome",mRNA binding
YPI1,YFR003C,Phosphate,0.25,0.44,protein amino acid dephosphorylation*,protein phosphatase inhibitor activity
NA,YDR051C,Phosphate,0.25,0.07,biological process unknown,molecular function unknown
ISY1,YJR050W,Phosphate,0.25,0.14,"nuclear mRNA splicing, via spliceosome","RNA splicing factor activity, transesterification mechanism"
PSY1,YKL076C,Phosphate,0.25,0.09,NA,NA
VPS60,YDR486C,Phosphate,0.25,0.14,filamentous growth*,molecular function unknown
RAD14,YMR201C,Phosphate,0.25,0.07,"nucleotide-excision repair, DNA damage recognition",damaged DNA binding
ATG20,YDL113C,Phosphate,0.25,0.28,protein-vacuolar targeting*,lipid binding
NA,YCL056C,Phosphate,0.25,-0.03,biological process unknown,molecular function unknown
SPP2,YOR148C,Phosphate,0.25,0.13,"nuclear mRNA splicing, via spliceosome",molecular function unknown
NA,YPL225W,Phosphate,0.25,0.36,biological process unknown,molecular function unknown
HDA3,YPR179C,Phosphate,0.25,0.22,"regulation of transcription, DNA-dependent*",histone deacetylase activity
UBX3,YDL091C,Phosphate,0.25,0.05,biological process unknown,molecular function unknown
POL4,YCR014C,Phosphate,0.25,0.13,double-strand break repair via nonhomologous end-joining*,beta DNA polymerase activity
GRR1,YJR090C,Phosphate,0.25,0.15,G1/S transition of mitotic cell cycle*,protein binding*
NIP100,YPL174C,Phosphate,0.25,0.01,establishment of mitotic spindle orientation,protein binding*
HRT3,YLR097C,Phosphate,0.25,0.23,ubiquitin-dependent protein catabolism,ubiquitin-protein ligase activity
ARC19,YKL013C,Phosphate,0.25,0.17,mitochondrion inheritance*,structural molecule activity
SNF7,YLR025W,Phosphate,0.25,0.01,late endosome to vacuole transport*,molecular function unknown
SBE2,YDR351W,Phosphate,0.25,0.07,cell wall organization and biogenesis,molecular function unknown
POP4,YBR257W,Phosphate,0.25,0.27,rRNA processing*,ribonuclease P activity*
BET3,YKR068C,Phosphate,0.25,0.27,ER to Golgi transport,molecular function unknown
YPT52,YKR014C,Phosphate,0.25,0.3,endocytosis*,GTPase activity
YKT6,YKL196C,Phosphate,0.25,0.59,vesicle fusion*,v-SNARE activity
VPS33,YLR396C,Phosphate,0.25,0.16,late endosome to vacuole transport*,ATP binding
ATG8,YBL078C,Phosphate,0.25,0.54,protein-vacuolar targeting*,microtubule binding
RAD28,YDR030C,Phosphate,0.25,0.27,DNA repair,molecular function unknown
ZEO1,YOL109W,Phosphate,0.25,0.69,cell wall organization and biogenesis*,molecular function unknown
ABF2,YMR072W,Phosphate,0.25,0.37,mitochondrial genome maintenance*,DNA binding*
NA,YDR532C,Phosphate,0.25,0.29,biological process unknown,molecular function unknown
CWC15,YDR163W,Phosphate,0.25,0.15,"nuclear mRNA splicing, via spliceosome",molecular function unknown
NA,YLR290C,Phosphate,0.25,0.67,biological process unknown,molecular function unknown
NA,YNL285W,Phosphate,0.25,0.31,NA,NA
MBB1,YJL199C,Phosphate,0.25,-0.07,NA,NA
NA,YBR053C,Phosphate,0.25,0.06,biological process unknown,molecular function unknown
SYM1,YLR251W,Phosphate,0.25,0.25,ethanol metabolism,molecular function unknown
NA,YDR379C-A,Phosphate,0.25,-0.42,biological process unknown,molecular function unknown
SOL4,YGR248W,Phosphate,0.25,1.18,biological process unknown,6-phosphogluconolactonase activity
DCS2,YOR173W,Phosphate,0.25,1.19,biological process unknown,molecular function unknown
MSC1,YML128C,Phosphate,0.25,-0.19,meiotic recombination,molecular function unknown
TFS1,YLR178C,Phosphate,0.25,-0.01,regulation of proteolysis and peptidolysis,lipid binding*
DDR2,YOL052C-A,Phosphate,0.25,-0.06,response to stress,molecular function unknown
NA,YJR008W,Phosphate,0.25,-0.04,biological process unknown,molecular function unknown
YPT53,YNL093W,Phosphate,0.25,-0.07,endocytosis*,GTPase activity
GPG1,YGL121C,Phosphate,0.25,0.02,signal transduction,signal transducer activity
NA,YJL161W,Phosphate,0.25,0,biological process unknown,molecular function unknown
NA,YJL132W,Phosphate,0.25,-0.37,biological process unknown,molecular function unknown
NA,YLR001C,Phosphate,0.25,-0.14,biological process unknown,molecular function unknown
NA,YML116W-A,Phosphate,0.25,-0.09,NA,NA
TPS2,YDR074W,Phosphate,0.25,0.05,response to stress*,trehalose-phosphatase activity
FUN19,YAL034C,Phosphate,0.25,-0.26,biological process unknown,molecular function unknown
HSP42,YDR171W,Phosphate,0.25,-0.16,response to stress*,unfolded protein binding
NTH1,YDR001C,Phosphate,0.25,0.19,response to stress*,"alpha,alpha-trehalase activity"
UBX6,YJL048C,Phosphate,0.25,-0.24,ubiquitin-dependent protein catabolism*,molecular function unknown
GTT1,YIR038C,Phosphate,0.25,-0.35,glutathione metabolism,glutathione transferase activity
NA,YJL142C,Phosphate,0.25,-0.36,NA,NA
NA,YGR127W,Phosphate,0.25,-0.49,biological process unknown,molecular function unknown
GLC3,YEL011W,Phosphate,0.25,-0.31,glycogen metabolism,"1,4-alpha-glucan branching enzyme activity"
GID8,YMR135C,Phosphate,0.25,0.02,negative regulation of gluconeogenesis,molecular function unknown
NA,YBR280C,Phosphate,0.25,-0.23,biological process unknown,molecular function unknown
NA,YLR149C,Phosphate,0.25,-0.45,biological process unknown,molecular function unknown
HXT5,YHR096C,Phosphate,0.25,-0.76,hexose transport,glucose transporter activity*
NA,YLR345W,Phosphate,0.25,-0.25,biological process unknown,molecular function unknown
NA,YDL110C,Phosphate,0.25,-0.42,biological process unknown,molecular function unknown
FBP26,YJL155C,Phosphate,0.25,-0.41,glucose metabolism,"fructose-2,6-bisphosphate 2-phosphatase activity*"
UBP15,YMR304W,Phosphate,0.25,-0.02,protein deubiquitination,ubiquitin-specific protease activity
ATG23,YLR431C,Phosphate,0.25,0.39,protein-vacuolar targeting*,molecular function unknown
NA,YLR297W,Phosphate,0.25,0.3,biological process unknown,molecular function unknown
FYV10,YIL097W,Phosphate,0.25,0.07,negative regulation of gluconeogenesis,molecular function unknown
NA,YBR062C,Phosphate,0.25,-0.07,biological process unknown,molecular function unknown
APC9,YLR102C,Phosphate,0.25,-0.17,mitotic sister chromatid segregation*,protein binding*
IWR1,YDL115C,Phosphate,0.25,-0.05,meiosis,molecular function unknown
ROM1,YGR070W,Phosphate,0.25,-0.15,cell wall organization and biogenesis*,signal transducer activity*
STE11,YLR362W,Phosphate,0.25,0.12,protein amino acid phosphorylation*,MAP kinase kinase kinase activity
RAD4,YER162C,Phosphate,0.25,-0.08,"nucleotide-excision repair, DNA damage recognition",damaged DNA binding
BPH1,YCR032W,Phosphate,0.25,0.11,cell wall organization and biogenesis*,molecular function unknown
REV3,YPL167C,Phosphate,0.25,0.22,DNA repair*,zeta DNA polymerase activity
ATG4,YNL223W,Phosphate,0.25,0.32,protein-vacuolar targeting*,microtubule binding*
NA,YMR114C,Phosphate,0.25,0.43,biological process unknown,molecular function unknown
NA,YDL133W,Phosphate,0.25,0.13,biological process unknown,molecular function unknown
ATG21,YPL100W,Phosphate,0.25,0,autophagy*,phosphoinositide binding
TAF2,YCR042C,Phosphate,0.25,0,transcription initiation from RNA polymerase II promoter*,general RNA polymerase II transcription factor activity
TAF1,YGR274C,Phosphate,0.25,0.15,protein amino acid phosphorylation*,general RNA polymerase II transcription factor activity*
ATG3,YNR007C,Phosphate,0.25,0.22,protein-vacuolar targeting*,molecular function unknown
BSC2,YDR275W,Phosphate,0.25,0.11,biological process unknown,molecular function unknown
AMS1,YGL156W,Phosphate,0.25,0.54,carbohydrate metabolism*,alpha-mannosidase activity
STB2,YMR053C,Phosphate,0.25,0.37,histone deacetylation,transcriptional repressor activity
DNL4,YOR005C,Phosphate,0.25,0.15,double-strand break repair via nonhomologous end-joining,DNA ligase (ATP) activity
NA,YBR056W,Phosphate,0.25,-0.08,biological process unknown,molecular function unknown
MRP8,YKL142W,Phosphate,0.25,0.23,protein biosynthesis,structural constituent of ribosome
NA,YOR289W,Phosphate,0.25,0.65,biological process unknown,molecular function unknown
PEP12,YOR036W,Phosphate,0.25,0.4,Golgi to vacuole transport,t-SNARE activity
NA,YHR138C,Phosphate,0.25,0.6,"vacuole fusion, non-autophagic",endopeptidase inhibitor activity
NA,YJL144W,Phosphate,0.25,1.09,response to dessication,molecular function unknown
MOH1,YBL049W,Phosphate,0.25,0.35,biological process unknown,molecular function unknown
NA,YBL048W,Phosphate,0.25,0.2,NA,NA
HUL5,YGL141W,Phosphate,0.25,0.2,protein monoubiquitination*,ubiquitin-protein ligase activity
UBI4,YLL039C,Phosphate,0.25,0.43,response to stress*,protein tag*
NRG1,YDR043C,Phosphate,0.25,0.29,regulation of transcription from RNA polymerase II promoter*,DNA binding*
VPS21,YOR089C,Phosphate,0.25,0.29,endocytosis*,GTPase activity
TRX2,YGR209C,Phosphate,0.25,0.32,ER to Golgi transport*,thiol-disulfide exchange intermediate activity
NA,YMR052C-A,Phosphate,0.25,0.11,NA,NA
PEX15,YOL044W,Phosphate,0.25,0.04,peroxisome organization and biogenesis*,molecular function unknown
ARF2,YDL137W,Phosphate,0.25,0.34,ER to Golgi transport*,GTPase activity
NA,YJL057C,Phosphate,0.25,0.17,biological process unknown,molecular function unknown
NA,YLR252W,Phosphate,0.25,0.13,NA,NA
NA,YOL063C,Phosphate,0.25,0.24,biological process unknown,molecular function unknown
NA,YDR474C,Phosphate,0.25,-0.03,NA,NA
PHM7,YOL084W,Phosphate,0.25,0.2,biological process unknown,molecular function unknown
GGA1,YDR358W,Phosphate,0.25,0.3,Golgi to vacuole transport,molecular function unknown
VID28,YIL017C,Phosphate,0.25,0.45,negative regulation of gluconeogenesis,molecular function unknown
GSC2,YGR032W,Phosphate,0.25,0.86,cell wall organization and biogenesis*,"1,3-beta-glucan synthase activity"
TRR2,YHR106W,Phosphate,0.25,0.34,response to oxidative stress,thioredoxin-disulfide reductase activity
ATG11,YPR049C,Phosphate,0.25,-0.05,protein-vacuolar targeting*,molecular function unknown
EMP46,YLR080W,Phosphate,0.25,0.25,ER to Golgi transport,molecular function unknown
TFB3,YDR460W,Phosphate,0.25,0.11,transcription initiation from RNA polymerase II promoter*,general RNA polymerase II transcription factor activity
TRX3,YCR083W,Phosphate,0.25,0.22,response to oxidative stress,thiol-disulfide exchange intermediate activity
NA,YOL083W,Phosphate,0.25,0.11,biological process unknown,molecular function unknown
ATG17,YLR423C,Phosphate,0.25,0.62,autophagy,kinase activator activity
NA,YDL010W,Phosphate,0.25,0.54,biological process unknown,molecular function unknown
NKP1,YDR383C,Phosphate,0.25,0.63,biological process unknown,molecular function unknown
FYV6,YNL133C,Phosphate,0.25,0.67,double-strand break repair via nonhomologous end-joining,molecular function unknown
NA,YLR271W,Phosphate,0.25,0.53,biological process unknown,molecular function unknown
RNY1,YPL123C,Phosphate,0.25,1.08,cellular morphogenesis,endoribonuclease activity
NA,YLR031W,Phosphate,0.25,1.31,biological process unknown,molecular function unknown
NA,YLR030W,Phosphate,0.25,1.54,biological process unknown,molecular function unknown
UFO1,YML088W,Phosphate,0.25,0.66,ubiquitin-dependent protein catabolism*,protein binding*
ATG19,YOL082W,Phosphate,0.25,0.72,protein-vacuolar targeting,protein binding
PIG2,YIL045W,Phosphate,0.25,0.8,biological process unknown,protein phosphatase regulator activity
NA,YDR391C,Phosphate,0.25,0.08,biological process unknown,molecular function unknown
MNT4,YNR059W,Phosphate,0.25,0.29,protein amino acid O-linked glycosylation,"alpha-1,3-mannosyltransferase activity"
HSP26,YBR072W,Phosphate,0.25,2.72,response to stress*,unfolded protein binding
NA,YJR096W,Phosphate,0.25,0.41,arabinose catabolism*,aldo-keto reductase activity*
SSE2,YBR169C,Phosphate,0.25,0.55,protein folding,molecular function unknown
HSP104,YLL026W,Phosphate,0.25,0.77,response to stress*,chaperone binding*
MPH1,YIR002C,Phosphate,0.25,0.42,DNA repair,RNA helicase activity*
GAD1,YMR250W,Phosphate,0.25,1.22,response to oxidative stress*,glutamate decarboxylase activity
NA,YDR154C,Phosphate,0.25,0.48,NA,NA
ROG1,YGL144C,Phosphate,0.25,0.21,lipid metabolism,lipase activity
SPO1,YNL012W,Phosphate,0.25,0.29,meiosis,phospholipase activity
NA,YOR186W,Phosphate,0.25,0.16,biological process unknown,molecular function unknown
NA,YMR262W,Phosphate,0.25,0.25,biological process unknown,molecular function unknown
SLM1,YIL105C,Phosphate,0.25,0.21,actin cytoskeleton organization and biogenesis*,phosphoinositide binding
RGA2,YDR379W,Phosphate,0.25,0.11,actin filament organization*,signal transducer activity*
NA,YBL095W,Phosphate,0.25,0.21,biological process unknown,molecular function unknown
APL2,YKL135C,Phosphate,0.25,0.08,vesicle-mediated transport,clathrin binding
NA,YAL061W,Phosphate,0.25,0.21,biological process unknown,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GAT2,YMR136W,Phosphate,0.25,-0.09,transcription,transcription factor activity
NA,YMR196W,Phosphate,0.25,0.45,biological process unknown,molecular function unknown
